source_warehouse,destination_warehouse,dbd,Quantity,Count_Box_ID,box_final_status,last_unloaded_node_id,NextStop,Flag,DBD Time,Local/Zonal Flag,LT time,Breach,Flag,Source City
ben_hos_wh_nl_02nl,ben_192_wh_hl_01,2026-05-10 4:00:00,29,1,Source Grid,,ben_192_wh_hl_01,TRUE,4:00,#N/A,2026-05-11 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,viz_102_wh_hl_01,2026-05-09 16:30:00,51,2,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-10 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_144_wh_hl_01,2026-05-09 12:30:00,23,1,XD Grid,Anjaneya_Hyperlocal_01,ben_144_wh_hl_01,TRUE,12:30,#N/A,2026-05-10 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_115_wh_hl_01,2026-05-09 4:00:00,38,1,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,4:00,#N/A,2026-05-10 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_102_wh_hl_01,2026-05-20 4:00:00,94,6,XD Grid,Anjaneya_Hyperlocal_01,hyd_102_wh_hl_01,TRUE,4:00,#N/A,2026-05-21 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rte_102_wh_hl_01,2026-05-20 0:00:00,35,7,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-20 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rte_104_wh_hl_01,2026-05-20 0:00:00,37,1,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-20 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_039_wh_hl_01,2026-05-18 0:00:00,36,1,Source Grid,,ben_039_wh_hl_01,TRUE,0:00,#N/A,2026-05-18 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rta_109_wh_hl_01,2026-05-14 12:30:00,56,2,XD Grid,Anjaneya_Hyperlocal_01,rta_109_wh_hl_01,TRUE,12:30,#N/A,2026-05-15 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_103_wh_hl_01,2026-05-14 4:00:00,18,2,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,4:00,#N/A,2026-05-15 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_119_wh_hl_01,2026-05-17 4:00:00,42,2,XD Grid,Anjaneya_Hyperlocal_01,hyd_119_wh_hl_01,TRUE,4:00,#N/A,2026-05-18 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_162_wh_hl_01,2026-05-17 12:30:00,26,2,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,12:30,#N/A,2026-05-18 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,roa_114_wh_hl_01,2026-05-13 12:30:00,15,1,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,12:30,#N/A,2026-05-14 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_133_wh_hl_01,2026-05-15 12:30:00,25,3,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,12:30,#N/A,2026-05-16 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_108_wh_hl_01,2026-05-13 4:00:00,20,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,4:00,#N/A,2026-05-14 2:00:00,Breach,1.Past DBD,Bangalore
hyd_gsh_wh_nl_01nl,hyd_164_wh_hl_01,2026-05-24 18:00:00,60,4,Source Grid,,hyd_164_wh_hl_01,TRUE,18:00,#N/A,2026-05-25 16:00:00,Not Breached,3.Future,Hyderabad
ben_hos_wh_nl_02nl,ben_123_wh_hl_01,2026-05-13 12:30:00,3,1,Source Grid,,ben_123_wh_hl_01,TRUE,12:30,#N/A,2026-05-14 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_195_wh_hl_01,2026-05-12 0:00:00,56,2,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-12 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,tri_104_wh_hl_01,2026-05-18 12:30:00,202,12,XD Grid,MotherHub_CJB,tri_104_wh_hl_01,TRUE,12:30,#N/A,2026-05-19 10:30:00,Breach,1.Past DBD,Bangalore
ahm_sh_wh_nl_02nl,ahm_141_wh_hl_01,2026-05-08 18:00:00,11,3,Source Grid,,ahm_141_wh_hl_01,TRUE,18:00,#N/A,2026-05-09 16:00:00,Breach,1.Past DBD,Ahmedabad
hyd_gsh_wh_nl_01nl,hyd_126_wh_hl_01,2026-05-08 18:00:00,6,1,Source Grid,,hyd_126_wh_hl_01,TRUE,18:00,#N/A,2026-05-09 16:00:00,Breach,1.Past DBD,Hyderabad
ben_hos_wh_nl_02nl,roa_110_wh_hl_01,2026-05-19 12:30:00,59,7,Source Grid,,roa_110_wh_hl_01,TRUE,12:30,#N/A,2026-05-20 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rka_121_wh_hl_01,2026-05-09 12:30:00,5,1,On wheels,,rka_121_wh_hl_01,TRUE,12:30,#N/A,2026-05-10 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_103_wh_hl_01,2026-05-10 0:00:00,12,2,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-10 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_016_wh_hl_01,2026-05-21 0:00:00,26,1,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-21 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rte_103_wh_hl_01,2026-05-21 0:00:00,432,20,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-21 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_127_wh_hl_01,2026-05-17 4:00:00,25,1,Source Grid,,ben_127_wh_hl_01,TRUE,4:00,#N/A,2026-05-18 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_138_wh_hl_01,2026-05-17 4:00:00,48,2,XD Grid,Anjaneya_Hyperlocal_01,hyd_138_wh_hl_01,TRUE,4:00,#N/A,2026-05-18 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,viz_106_wh_hl_01,2026-05-17 16:30:00,281,16,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-18 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,tri_104_wh_hl_01,2026-05-17 12:30:00,14,3,On wheels,,ane_gsh_wh_nl_01nl,FALSE,12:30,#N/A,2026-05-18 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,viz_101_wh_hl_01,2026-05-11 16:30:00,51,2,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-12 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,coi_107_wh_hl_02,2026-05-11 12:30:00,20,1,XD Grid,Coimbatore Grocery NL SH_DS,coi_gsh_wh_nl_02nl,FALSE,12:30,#N/A,2026-05-12 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_061_wh_hl_01,2026-05-15 16:30:00,20,1,Source Grid,,ben_061_wh_hl_01,TRUE,16:30,#N/A,2026-05-16 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_055_wh_hl_01,2026-05-21 4:00:00,50,1,On wheels,,ben_055_wh_hl_01,TRUE,4:00,#N/A,2026-05-22 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_018_wh_hl_01,2026-05-18 16:30:00,20,1,Source Grid,,ben_018_wh_hl_01,TRUE,16:30,#N/A,2026-05-19 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_145_wh_hl_01,2026-05-18 16:30:00,33,1,Source Grid,,ben_145_wh_hl_01,TRUE,16:30,#N/A,2026-05-19 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_039_wh_hl_01,2026-05-09 0:00:00,33,1,Source Grid,,ben_039_wh_hl_01,TRUE,0:00,#N/A,2026-05-09 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_122_wh_hl_01,2026-05-09 16:30:00,38,1,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-10 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_146_wh_hl_01,2026-05-09 16:30:00,20,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-10 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_039_wh_hl_01,2026-05-10 0:00:00,12,1,Source Grid,,ben_039_wh_hl_01,TRUE,0:00,#N/A,2026-05-10 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_120_wh_hl_01,2026-05-10 0:00:00,21,1,XD Grid,Anjaneya_Hyperlocal_01,ben_120_wh_hl_01,TRUE,0:00,#N/A,2026-05-10 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rta_113_wh_hl_01,2026-05-19 12:30:00,22,1,Source Grid,,coi_gsh_wh_nl_02nl,FALSE,12:30,#N/A,2026-05-20 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,koz_105_wh_hl_01,2026-05-09 12:30:00,3,1,Source Grid,,ane_gsh_wh_nl_01nl,FALSE,12:30,#N/A,2026-05-10 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_105_wh_hl_01,2026-05-16 16:30:00,12,1,On wheels,Hyderabad Grocery NL SH_DS,hyd_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-17 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_235_wh_hl_01,2026-05-17 4:00:00,24,1,Source Grid,,ben_235_wh_hl_01,TRUE,4:00,#N/A,2026-05-18 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_243_wh_hl_01,2026-05-17 0:00:00,5,1,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-17 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_186_wh_hl_01,2026-05-17 0:00:00,25,2,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-17 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_108_wh_hl_01,2026-05-14 4:00:00,15,2,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,4:00,#N/A,2026-05-15 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_034_wh_hl_01,2026-05-12 4:00:00,28,1,On wheels,,ben_034_wh_hl_01,TRUE,4:00,#N/A,2026-05-13 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_175_wh_hl_01,2026-05-20 4:00:00,38,4,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,4:00,#N/A,2026-05-21 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_185_wh_hl_01,2026-05-21 4:00:00,30,7,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,4:00,#N/A,2026-05-22 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_140_wh_hl_01,2026-05-15 4:00:00,18,1,XD Grid,Anjaneya_Hyperlocal_01,hyd_140_wh_hl_01,TRUE,4:00,#N/A,2026-05-16 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_117_wh_hl_01,2026-05-10 16:30:00,41,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-11 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_176_wh_hl_01,2026-05-09 16:30:00,14,4,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-10 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_176_wh_hl_01,2026-05-16 16:30:00,39,2,XD Grid,Anjaneya_Hyperlocal_01,hyd_176_wh_hl_01,TRUE,16:30,#N/A,2026-05-17 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_135_wh_hl_01,2026-05-16 16:30:00,18,1,Source Grid,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-17 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_197_wh_hl_01,2026-05-17 16:30:00,8,2,XD Grid,Anjaneya_Hyperlocal_01,che_197_wh_hl_01,TRUE,16:30,#N/A,2026-05-18 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_225_wh_hl_01,2026-05-13 12:30:00,6,1,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,12:30,#N/A,2026-05-14 10:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_185_wh_hl_01,2026-05-14 0:00:00,46,2,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-14 22:00:00,Breach,1.Past DBD,Bangalore
hyd_gsh_wh_nl_01nl,hyd_149_wh_hl_01,2026-05-08 18:00:00,1,1,Source Grid,,hyd_149_wh_hl_01,TRUE,18:00,#N/A,2026-05-09 16:00:00,Breach,1.Past DBD,Hyderabad
ben_hos_wh_nl_02nl,ben_209_wh_hl_01,2026-05-19 0:00:00,18,1,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-19 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rte_104_wh_hl_01,2026-05-11 0:00:00,1,1,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-11 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_164_wh_hl_01,2026-05-09 16:30:00,22,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-10 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_114_wh_hl_01,2026-05-21 0:00:00,6,1,On wheels,,ben_114_wh_hl_01,TRUE,0:00,#N/A,2026-05-21 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rte_103_wh_hl_01,2026-05-19 0:00:00,55,6,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-19 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_160_wh_hl_01,2026-05-19 0:00:00,5,1,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-19 22:00:00,Breach,1.Past DBD,Bangalore
hyd_gsh_wh_nl_01nl,hyd_120_wh_hl_01,2026-05-06 6:00:00,3,1,Source Grid,,hyd_120_wh_hl_01,TRUE,6:00,#N/A,2026-05-07 4:00:00,Breach,1.Past DBD,Hyderabad
ben_hos_wh_nl_02nl,ben_034_wh_hl_01,2026-05-09 4:00:00,2,1,On wheels,,ben_034_wh_hl_01,TRUE,4:00,#N/A,2026-05-10 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_166_wh_hl_01,2026-05-20 0:00:00,6,2,Source Grid,,ane_gsh_wh_nl_01nl,FALSE,0:00,#N/A,2026-05-20 22:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_143_wh_hl_01,2026-05-14 4:00:00,4,1,Source Grid,,ben_143_wh_hl_01,TRUE,4:00,#N/A,2026-05-15 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_235_wh_hl_01,2026-05-12 4:00:00,12,1,Source Grid,,ben_235_wh_hl_01,TRUE,4:00,#N/A,2026-05-13 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_139_wh_hl_01,2026-05-19 4:00:00,21,1,XD Grid,Anjaneya_Hyperlocal_01,che_139_wh_hl_01,TRUE,4:00,#N/A,2026-05-20 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_042_wh_hl_01,2026-05-15 4:00:00,10,1,Source Grid,,ben_042_wh_hl_01,TRUE,4:00,#N/A,2026-05-16 2:00:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rta_101_wh_hl_01,2026-05-09 12:30:00,15,2,Source Grid,,rta_101_wh_hl_01,TRUE,12:30,#N/A,2026-05-10 10:30:00,Breach,1.Past DBD,Bangalore
